id,image_id,caption
dhq-515,dhq-515-f02,"Timeline showing embedded first-person point-of-view shot in ""Hannibal and Clarice
            Meet"" clip.
          "
dhq-515,dhq-515-f03,"Principal entry points to the Kinolab clip collection.
          "
dhq-515,dhq-515-f04,"Kinolab Contribute page.
          "
dhq-515,dhq-515-f05,"Kinolab Search page.
          "
dhq-515,dhq-515-f06,"Basic object-relational schematic of Kinolab films and series.
          "
dhq-515,dhq-515-f07,"UML diagram of Kinolab's database.
          "
dhq-515,dhq-515-f08,"Kinolab metadata collection
          "
dhq-516,dhq-516-f01,"Handout given to students that chose to use Audacity.
          "
dhq-516,dhq-516-f02,"Handout given to students that chose to use Garageband.
          "
dhq-516,dhq-516-f07,"Students preparing in the Cyclorama.
          "
dhq-516,dhq-516-f08,"Poster for Sound of Space performance.
          "
dhq-516,dhq-516-f09,"Transportation Corner of the performance.
          "
dhq-516,dhq-516-f10,"Funk Corner of the performance.
          "
dhq-516,dhq-516-f11,"Flow Corner of the performance.
          "
dhq-516,dhq-516-f12,"Testimony Corner of the performance.
          "
dhq-516,dhq-516-f13,"Inside of the Cyclorama during the performance.
          "
dhq-516,dhq-516-f14,"Professor Adam Banks in his Langston Hughes Visiting Professorship Lecture at the
            University of Kansas.
          "
dhq-517,dhq-517-f01,"Examples showing the limitations that occur when a standard object detector
              trained on photo-realistic images is tested in the domain of the visual arts. Figure
              1a: Four anecdotal examples showing that the ""person” class is usually reasonably
              detected by the YOLO architecture, although other, non-sensical detections frequently
              occur. Figure 1b: the two images on the left show that the variation in depiction of
              people is limited in photorealistic material, in comparison to the artistic
              representations of people (two examples to the right).
            "
dhq-517,dhq-517-f01,"Examples showing the limitations that occur when a standard object detector
              trained on photo-realistic images is tested in the domain of the visual arts. Figure
              1a: Four anecdotal examples showing that the ""person” class is usually reasonably
              detected by the YOLO architecture, although other, non-sensical detections frequently
              occur. Figure 1b: the two images on the left show that the variation in depiction of
              people is limited in photorealistic material, in comparison to the artistic
              representations of people (two examples to the right).
            "
dhq-517,dhq-517-f01,"Examples showing the limitations that occur when a standard object detector
              trained on photo-realistic images is tested in the domain of the visual arts. Figure
              1a: Four anecdotal examples showing that the ""person” class is usually reasonably
              detected by the YOLO architecture, although other, non-sensical detections frequently
              occur. Figure 1b: the two images on the left show that the variation in depiction of
              people is limited in photorealistic material, in comparison to the artistic
              representations of people (two examples to the right).
            "
dhq-517,dhq-517-f01,"Examples showing the limitations that occur when a standard object detector
              trained on photo-realistic images is tested in the domain of the visual arts. Figure
              1a: Four anecdotal examples showing that the ""person” class is usually reasonably
              detected by the YOLO architecture, although other, non-sensical detections frequently
              occur. Figure 1b: the two images on the left show that the variation in depiction of
              people is limited in photorealistic material, in comparison to the artistic
              representations of people (two examples to the right).
            "
dhq-517,dhq-517-f01,"Examples showing the limitations that occur when a standard object detector
              trained on photo-realistic images is tested in the domain of the visual arts. Figure
              1a: Four anecdotal examples showing that the ""person” class is usually reasonably
              detected by the YOLO architecture, although other, non-sensical detections frequently
              occur. Figure 1b: the two images on the left show that the variation in depiction of
              people is limited in photorealistic material, in comparison to the artistic
              representations of people (two examples to the right).
            "
dhq-517,dhq-517-f01,"Examples showing the limitations that occur when a standard object detector
              trained on photo-realistic images is tested in the domain of the visual arts. Figure
              1a: Four anecdotal examples showing that the ""person” class is usually reasonably
              detected by the YOLO architecture, although other, non-sensical detections frequently
              occur. Figure 1b: the two images on the left show that the variation in depiction of
              people is limited in photorealistic material, in comparison to the artistic
              representations of people (two examples to the right).
            "
dhq-517,dhq-517-f02,"Illustration of the annotation interface in Cytomine 
            ."
dhq-517,dhq-517-f02,"Illustration of the annotation interface in Cytomine 
            ."
dhq-517,dhq-517-f03,"Examples of difficulties encountered when annotating images.
            "
dhq-517,dhq-517-f04,"Distribution of the instrument types in the full MINERVA dataset.
            "
dhq-517,dhq-517-f04,"Distribution of the instrument types in the full MINERVA dataset.
            "
dhq-517,dhq-517-f05,"Distribution of the 5 hypernym categories over the three splits in the MINERVA
              dataset.
            "
dhq-517,dhq-517-f05,"Distribution of the 5 hypernym categories over the three splits in the MINERVA
              dataset.
            "
dhq-517,dhq-517-f05,"Distribution of the 5 hypernym categories over the three splits in the MINERVA
              dataset.
            "
dhq-517,dhq-517-f06,"Examples of the patches delineated by the bounding boxes, extracted from MINERVA
              images for the classification experiment.
            "
dhq-517,dhq-517-f06,"Examples of the patches delineated by the bounding boxes, extracted from MINERVA
              images for the classification experiment.
            "
dhq-517,dhq-517-f07,"A visual representation of how many instruments should be detected in the testing
              sets of the four MINERVA benchmarks that are introduced in this paper (first plot of
              each row). The second and third plots represent the true and false detections that we
              have obtained with a fully fine-tuned YOLO network. Results are computed with respect
              to an IoU ≥ 10 and an IoU ≥ 50.
            "
dhq-517,dhq-517-f07,"A visual representation of how many instruments should be detected in the testing
              sets of the four MINERVA benchmarks that are introduced in this paper (first plot of
              each row). The second and third plots represent the true and false detections that we
              have obtained with a fully fine-tuned YOLO network. Results are computed with respect
              to an IoU ≥ 10 and an IoU ≥ 50.
            "
dhq-517,dhq-517-f08,"Sample visualizations of the detections obtained on the MINERVA test set for a
              fully fine-tuned YOLO architecture. The first three rows report the detection of any
              kind of instrument within the images (single-instrument task), while the last three
              rows also report the correct classification of the detected bounding boxes.
            "
dhq-517,dhq-517-f09,"Saliency maps for several stringed (subfigures (a) to (c)) and wind (subfigures
              (d) to (f)) instruments.
            "
dhq-517,dhq-517-f09,"Saliency maps for several stringed (subfigures (a) to (c)) and wind (subfigures
              (d) to (f)) instruments.
            "
dhq-517,dhq-517-f10,"Examples of successful detections in IconArt for ""stringed instruments”.
            "
dhq-517,dhq-517-f11,"Anecdotal examples of false positive detection, divided in 7 interpretive clusters
              (numbered a-g).
            "
dhq-518,dhq-518-f01,"Increase and decrease of shot lengths in Antonioni’s Blow Up (1966) using
                  Videana.
               "
dhq-518,dhq-518-f01,"Increase and decrease of shot lengths in Antonioni’s Blow Up (1966) using
                  Videana.
               "
dhq-518,dhq-518-f01,"Increase and decrease of shot lengths in Antonioni’s Blow Up (1966) using
                  Videana.
               "
dhq-518,dhq-518-f02,"Average shot length of all Antonioni films in chronological order.
               "
dhq-518,dhq-518-f02,"Average shot length of all Antonioni films in chronological order.
               "
dhq-518,dhq-518-f02,"Average shot length of all Antonioni films in chronological order.
               "
dhq-518,dhq-518-f02,"Average shot length of all Antonioni films in chronological order.
               "
dhq-518,dhq-518-f03,"Screenshot of ANVIL software.
                  "
dhq-518,dhq-518-f04,"Screenshot of ELAN software.
                  "
dhq-518,dhq-518-f05,"Screenshot of Ligne de Temps.
                  "
dhq-518,dhq-518-f06,"Screenshot of Advene.
                  "
dhq-518,dhq-518-f07,"Screenshot of the main window of Videana (provided in 
                  Ewerth et al. 2009)."
dhq-519,dhq-519-f01,"Term Frequency Line graph of 
          money, tracked over time, within
            PodcastRE's corpus. Tool is available at http://podcastre.org/lineGraph."
dhq-519,dhq-519-f02,"Word cloud for the query, 
          money, on the All
              Keywords category. Taken using the Associated Keyword Cloud visualization
            tool at http://podcastre.org/wordCloud."
dhq-519,dhq-519-f03,"Screen shot of the results page for podcast episodes containing the keywords
              
          money and spirituality."
dhq-519,dhq-519-f04,"Average durations of 30 surveyed Earwolf programs.
          "
dhq-519,dhq-519-f05,"Average durations of 19 surveyed Gimlet programs.
          "
dhq-520,dhq-520-f01,"C major scale demonstrating its make-up of whole and half
						tones.
					"
dhq-520,dhq-520-f01,"C major scale demonstrating its make-up of whole and half
						tones.
					"
dhq-520,dhq-520-f02,"Natural and harmonic minor scales starting on 
					C.
						This also shows the progression of a natural minor scale to a harmonic
						scale by raising the seventh interval to become a leading tone."
dhq-520,dhq-520-f02,"Natural and harmonic minor scales starting on 
					C.
						This also shows the progression of a natural minor scale to a harmonic
						scale by raising the seventh interval to become a leading tone."
dhq-520,dhq-520-f03,"Framework for supervised learning mode prediction algorithm.
					"
dhq-520,dhq-520-f03,"Framework for supervised learning mode prediction algorithm.
					"
dhq-520,dhq-520-f03,"Framework for supervised learning mode prediction algorithm.
					"
dhq-520,dhq-520-f04,"Triads built from a major scale contain only pitches found in that 
						scale. The relative minor of a major scale begins on the sixth 
						interval. Chords containing the leading tone (‘B’) have been 
						highlighted in red.
					"
dhq-520,dhq-520-f04,"Triads built from a major scale contain only pitches found in that 
						scale. The relative minor of a major scale begins on the sixth 
						interval. Chords containing the leading tone (‘B’) have been 
						highlighted in red.
					"
dhq-520,dhq-520-f05,"Shows the relative minor scale from the C major scale in 
					Figure 4. As
						seen in Figure 2, the leading tone (G#)
						must be added in order to make the obvious distinction from a major
						scale to a minor scale."
dhq-520,dhq-520-f06,"Chord progression for the hit song from Fonsi and Yankee’s Despacito
							
					. What mode is it in?"
dhq-520,dhq-520-f07,"Krumhansl and Kessler profiles for major and minor keys 
					."
dhq-520,dhq-520-f08,"A roman numeral analysis of major scale triads where uppercase
						numerals equal major triads and lowercase for minor. The chord built
						upon the seventh uses a degree sign to denote that it is a diminished
						chord.
					"
dhq-520,dhq-520-f12,"Computational workflow regarding the collection of data and the
						subsequent preprocessing steps required to create training samples and
						labels which can be fed into the neural network.
					"
dhq-521,dhq-521-f01,"Kevin Ferguson sums the frames of 
          Singin’ into one
            still image, with subtle details referring to the original’s composition."
dhq-521,dhq-521-f02,"The montage tool in imj creates a simultaneous view of the entire film from a
            distance.
          "
dhq-521,dhq-521-f03,"imj’s barcode offers a way to watch 
          Singin’ in the Rain
            from the side of the image"
dhq-521,dhq-521-f04,"The barcode version with average colors becomes more removed from the source film,
            sacrificing analytic possibilities for a more accessible aesthetic.
          "
dhq-521,dhq-521-f05,"A videographic summed frame demonstrates the process of overlaying images using
            StarStaX, along with a sonic rendering of such accumulation.
          "
dhq-521,dhq-521-f05,"A videographic summed frame demonstrates the process of overlaying images using
            StarStaX, along with a sonic rendering of such accumulation.
          "
dhq-521,dhq-521-f06,"Gene Kelly’s endless spinning reinforces the GIF’s looping aesthetic.
          "
dhq-521,dhq-521-f07,"Donald O’Connor’s manic dance becomes even more extreme on an infinite loop.
          "
dhq-521,dhq-521-f08,"A moment from 
          Beautiful Girl becomes a decontextualized
            loop of cheer."
dhq-521,dhq-521-f09,"A shot-reverse shot of mock dance at the film’s climax builds on character
            relationships.
          "
dhq-521,dhq-521-f10,"To view this GIFset in motion, follow this 
          link."
dhq-521,dhq-521-f11,"A simulated GIFset with accompanying audio looping interweaves unexpected beauty and
            chaos.
          "
dhq-521,dhq-521-f12,"The Busby Berkeley aesthetic emphasizes spectacle, taken here to its illogical
            conclusion.
          "
dhq-521,dhq-521-f13,"Kevin Ferguson’s 
          Edge deforms the still images and
            reassembles them into a musical number that feels like it came from an abstract animated
            film."
dhq-521,dhq-521-f14,"The film’s iconic title number remains intact, but by only being able to see Kelly’s
            hands and feet, our attention is directed to the motion of his extremities that is
            otherwise invisible in the original.
          "
dhq-521,dhq-521-f15,"The videographic 10/40/70 demonstrates the possibilities of arbitrary juxtapositions
            at the core of deformative work.
          "
dhq-521,dhq-521-f16,"The entirety of 
          Singin’ in the Rain, rearranged in
            ascending length of each shot, creates a whirlwind marathon of a viewing
            experience."
dhq-521,dhq-521-f17,"The nine longest takes in the film surprisingly include only one dance sequence,
            with the rest featuring dialogue sequences that foreground other forms of
            movement.
          "
dhq-521,dhq-521-f18,"The entire film equalized to its average shot length of 16.4 creates a truly strange
            effect that is hard to endure.
          "
dhq-521,dhq-521-f19,"
          Broadway Melody equalized makes an already experimental
            sequence even more unusual."
dhq-521,dhq-521-f20,"The equalized pulse version of 
          Singin’ in the Rain
            provides moments of insight into movements via their deformed speeds."
dhq-521,dhq-521-f21,"
          Make 'Em Laugh equalized to its average shot length
            reveals details about gesture, expression, and energy."
dhq-521,dhq-521-f22,"Equalizing the pulse based on number of words rather than by visual edits allows us
            to experience how lyrics are unequally distributed across a musical number.
          "
dhq-521,dhq-521-f23,"Playing with speed following the logic of an online meme highlights some temporal
            contrasts as well as creating a distinctly goofy experience.
          "
dhq-521,dhq-521-f24,"Catherine Grant’s 
          Fated to be Mated creates an
            innovative effect of spatial montage within a dance sequence."
dhq-521,dhq-521-f25,"The 
          Good Morning number deformed as a scaled
              triptych highlights some of the ways that the choreography interacts with
            the setting as well as resonating with various character and performer power
            dynamics."
dhq-521,dhq-521-f26,"Deforming a dance number to keep the soundstage static with a moving frame reveals
            how camera movement and choreography are navigating the set.
          "
dhq-521,dhq-521-f27,"Juxtaposing the original and deformed versions of 
          You Were
              Meant For Me highlights how the deformation works and what is particularly
            revealed and concealed by each version."
dhq-521,dhq-521-f28,"Rearranging the song 
          Moses Supposes in alphabetical
            order creates an even more tongue-twisting version as inspired by meme culture."
dhq-521,dhq-521-f29,"Layering the film’s musical numbers creates an intense sonic collage that becomes
            clearer as each song ends.
          "
dhq-521,dhq-521-f30,"The layers of musical numbers can be shifted to be additive over time to conclude
            all at once, revealing different juxtapositions.
          "
dhq-522,dhq-522-f01,"A segment of the interface of LARM.fm (November 2019) with searching tools and list
            of content at the left and a list of the files at the right side.
          "
dhq-522,dhq-522-f02,"Overview of the collection of radio programs available for streaming in the LARM.fm
            archive, by November 9 2019, divided by decades and number of files shown in the black
            areas. Notice the relatively low number of the 2000s compared to the 1990s, reflecting a
            lack of files in this period. Bottom: the result of clicking at the 1930s showing the
            distribution of years. And the drill down process can continue to months and
            days.
          "
dhq-522,dhq-522-f02,"Overview of the collection of radio programs available for streaming in the LARM.fm
            archive, by November 9 2019, divided by decades and number of files shown in the black
            areas. Notice the relatively low number of the 2000s compared to the 1990s, reflecting a
            lack of files in this period. Bottom: the result of clicking at the 1930s showing the
            distribution of years. And the drill down process can continue to months and
            days.
          "
dhq-522,dhq-522-f02,"Overview of the collection of radio programs available for streaming in the LARM.fm
            archive, by November 9 2019, divided by decades and number of files shown in the black
            areas. Notice the relatively low number of the 2000s compared to the 1990s, reflecting a
            lack of files in this period. Bottom: the result of clicking at the 1930s showing the
            distribution of years. And the drill down process can continue to months and
            days.
          "
dhq-522,dhq-522-f02,"Overview of the collection of radio programs available for streaming in the LARM.fm
            archive, by November 9 2019, divided by decades and number of files shown in the black
            areas. Notice the relatively low number of the 2000s compared to the 1990s, reflecting a
            lack of files in this period. Bottom: the result of clicking at the 1930s showing the
            distribution of years. And the drill down process can continue to months and
            days.
          "
dhq-522,dhq-522-f03,"Same as Table 1, but here visualized in percentages and including 1990 and
            1991.
          "
dhq-522,dhq-522-f03,"Same as Table 1, but here visualized in percentages and including 1990 and
            1991.
          "
dhq-522,dhq-522-f04,"Result of coding in Audacity. Percentage of music and speech at the y-axis and years
            at the x-axis. The blue overlap 
          Speech and Music counts as
            speech."
dhq-522,dhq-522-f04,"Result of coding in Audacity. Percentage of music and speech at the y-axis and years
            at the x-axis. The blue overlap 
          Speech and Music counts as
            speech."
dhq-522,dhq-522-f04,"Result of coding in Audacity. Percentage of music and speech at the y-axis and years
            at the x-axis. The blue overlap 
          Speech and Music counts as
            speech."
dhq-522,dhq-522-f05,"ROC Curve showing the performance of the CNN when evaluated on the coded corpus. The
            area under the curve (AUC) is 0.99. The ROC curve shows the relation between the
            sensitivity and specificity. Sensitivity, also called true positive rate, is the
            proportion of speech segments correctly classified as speech, while specificity, also
            called the true negative rate, is the proportion of music segments corrected classified
            as music. The diagonal indicates a model which would guess at chance level. Note that it
            is always possible to get a specificity or sensitivity of 1, by always guessing one of
            the two categories.
          "
dhq-522,dhq-522-f05,"ROC Curve showing the performance of the CNN when evaluated on the coded corpus. The
            area under the curve (AUC) is 0.99. The ROC curve shows the relation between the
            sensitivity and specificity. Sensitivity, also called true positive rate, is the
            proportion of speech segments correctly classified as speech, while specificity, also
            called the true negative rate, is the proportion of music segments corrected classified
            as music. The diagonal indicates a model which would guess at chance level. Note that it
            is always possible to get a specificity or sensitivity of 1, by always guessing one of
            the two categories.
          "
dhq-522,dhq-522-f06,"Shows proportion of speech over time as predicted by the model. Shaded area is
            uncertainty in 95% confidence interval. The data is smoothed using Kolmogorov-Zurbenko
            filter with a window size of 4 for easier interpretation.
          "
dhq-522,dhq-522-f06,"Shows proportion of speech over time as predicted by the model. Shaded area is
            uncertainty in 95% confidence interval. The data is smoothed using Kolmogorov-Zurbenko
            filter with a window size of 4 for easier interpretation.
          "
dhq-522,dhq-522-f06,"Shows proportion of speech over time as predicted by the model. Shaded area is
            uncertainty in 95% confidence interval. The data is smoothed using Kolmogorov-Zurbenko
            filter with a window size of 4 for easier interpretation.
          "
dhq-522,dhq-522-f06,"Shows proportion of speech over time as predicted by the model. Shaded area is
            uncertainty in 95% confidence interval. The data is smoothed using Kolmogorov-Zurbenko
            filter with a window size of 4 for easier interpretation.
          "
dhq-522,dhq-522-f06,"Shows proportion of speech over time as predicted by the model. Shaded area is
            uncertainty in 95% confidence interval. The data is smoothed using Kolmogorov-Zurbenko
            filter with a window size of 4 for easier interpretation.
          "
dhq-522,dhq-522-f06,"Shows proportion of speech over time as predicted by the model. Shaded area is
            uncertainty in 95% confidence interval. The data is smoothed using Kolmogorov-Zurbenko
            filter with a window size of 4 for easier interpretation.
          "
dhq-522,dhq-522-f06,"Shows proportion of speech over time as predicted by the model. Shaded area is
            uncertainty in 95% confidence interval. The data is smoothed using Kolmogorov-Zurbenko
            filter with a window size of 4 for easier interpretation.
          "
dhq-522,dhq-522-f06,"Shows proportion of speech over time as predicted by the model. Shaded area is
            uncertainty in 95% confidence interval. The data is smoothed using Kolmogorov-Zurbenko
            filter with a window size of 4 for easier interpretation.
          "
dhq-522,dhq-522-f07,"Average length in seconds over time as predicted by the model. Shaded area is
            uncertainty in 95% confidence interval. The data is smoothed using Kolmogorov-Zurbenko
            filter with a window size of 6 for easier interpretation. Note that if a section is
            interrupted, e.g. if a radio host interrupt a segment of music, with a segment of
            speech, this will result in the music segment being cut in half. Interpret the results
            accordingly.
          "
dhq-522,dhq-522-f07,"Average length in seconds over time as predicted by the model. Shaded area is
            uncertainty in 95% confidence interval. The data is smoothed using Kolmogorov-Zurbenko
            filter with a window size of 6 for easier interpretation. Note that if a section is
            interrupted, e.g. if a radio host interrupt a segment of music, with a segment of
            speech, this will result in the music segment being cut in half. Interpret the results
            accordingly.
          "
dhq-522,dhq-522-f07,"Average length in seconds over time as predicted by the model. Shaded area is
            uncertainty in 95% confidence interval. The data is smoothed using Kolmogorov-Zurbenko
            filter with a window size of 6 for easier interpretation. Note that if a section is
            interrupted, e.g. if a radio host interrupt a segment of music, with a segment of
            speech, this will result in the music segment being cut in half. Interpret the results
            accordingly.
          "
dhq-522,dhq-522-f07,"Average length in seconds over time as predicted by the model. Shaded area is
            uncertainty in 95% confidence interval. The data is smoothed using Kolmogorov-Zurbenko
            filter with a window size of 6 for easier interpretation. Note that if a section is
            interrupted, e.g. if a radio host interrupt a segment of music, with a segment of
            speech, this will result in the music segment being cut in half. Interpret the results
            accordingly.
          "
dhq-522,dhq-522-f07,"Average length in seconds over time as predicted by the model. Shaded area is
            uncertainty in 95% confidence interval. The data is smoothed using Kolmogorov-Zurbenko
            filter with a window size of 6 for easier interpretation. Note that if a section is
            interrupted, e.g. if a radio host interrupt a segment of music, with a segment of
            speech, this will result in the music segment being cut in half. Interpret the results
            accordingly.
          "
dhq-522,dhq-522-f08,"Proportion of music section length over time as predicted by the model. It can be
            seen that segments of music are typically short (less than 30 seconds) or approximately
            200 seconds. Note the increase in segments of music around 200 seconds after
            1995.
          "
dhq-522,dhq-522-f08,"Proportion of music section length over time as predicted by the model. It can be
            seen that segments of music are typically short (less than 30 seconds) or approximately
            200 seconds. Note the increase in segments of music around 200 seconds after
            1995.
          "
dhq-522,dhq-522-f08,"Proportion of music section length over time as predicted by the model. It can be
            seen that segments of music are typically short (less than 30 seconds) or approximately
            200 seconds. Note the increase in segments of music around 200 seconds after
            1995.
          "
dhq-522,dhq-522-f08,"Proportion of music section length over time as predicted by the model. It can be
            seen that segments of music are typically short (less than 30 seconds) or approximately
            200 seconds. Note the increase in segments of music around 200 seconds after
            1995.
          "
dhq-522,dhq-522-f08,"Proportion of music section length over time as predicted by the model. It can be
            seen that segments of music are typically short (less than 30 seconds) or approximately
            200 seconds. Note the increase in segments of music around 200 seconds after
            1995.
          "
dhq-522,dhq-522-f08,"Proportion of music section length over time as predicted by the model. It can be
            seen that segments of music are typically short (less than 30 seconds) or approximately
            200 seconds. Note the increase in segments of music around 200 seconds after
            1995.
          "
dhq-522,dhq-522-f09,"Overview of the development of the changing host constellations in DR's morning
            music-radio show Go' Morgen P3 
          1989-2015.
            ."
dhq-522,dhq-522-f09,"Overview of the development of the changing host constellations in DR's morning
            music-radio show Go' Morgen P3 
          1989-2015.
            ."
dhq-522,dhq-522-f09,"Overview of the development of the changing host constellations in DR's morning
            music-radio show Go' Morgen P3 
          1989-2015.
            ."
dhq-522,dhq-522-f09,"Overview of the development of the changing host constellations in DR's morning
            music-radio show Go' Morgen P3 
          1989-2015.
            ."
dhq-522,dhq-522-f09,"Overview of the development of the changing host constellations in DR's morning
            music-radio show Go' Morgen P3 
          1989-2015.
            ."
dhq-522,dhq-522-f09,"Overview of the development of the changing host constellations in DR's morning
            music-radio show Go' Morgen P3 
          1989-2015.
            ."
dhq-522,dhq-522-f09,"Overview of the development of the changing host constellations in DR's morning
            music-radio show Go' Morgen P3 
          1989-2015.
            ."
dhq-523,dhq-523-f01,"Transfer of archival description timecodes.
          "
dhq-523,dhq-523-f01,"Transfer of archival description timecodes.
          "
dhq-523,dhq-523-f02,"Typescripts of voice-overs and summaries.
          "
dhq-523,dhq-523-f03,"Sample 
          Actualité Francaise July 14, 1955 from 6:06 to
              6:49. Subtitle is an ASR file within domain language model, automatic
            punctuation and upper case."
dhq-523,dhq-523-f04,"De Gaulle and Adenauer together in a video from 1959.
          "
dhq-523,dhq-523-f05,"The visualizer of the Celebrity Face Recognition System.
          "
dhq-523,dhq-523-f06,"CONCORDANCE of the word 
            foule (crowd) in the voice-over
              corpus (left window), voice-over transcript EDITION corresponding to the selected
              concordance line (right window), and the authentication dialog box to access the Okapi
              video server to play the video at 0:00:06 (top left window)."
dhq-523,dhq-523-f07,"Hyperlinked windows managing results associated with the word
                
            foule (crowd): CONCORDANCE (left window), transcript EDITION
              (middle window) and synchronized video playback (right window)."
dhq-523,dhq-523-f08,"PROGRESSION chart (upper window), and hyperlinked KWIC CONCORDANCES (lower
              window), to compare two word families related to farming.
            "
dhq-523,dhq-523-f08,"PROGRESSION chart (upper window), and hyperlinked KWIC CONCORDANCES (lower
              window), to compare two word families related to farming.
            "
dhq-523,dhq-523-f09,"INDEX results detailing the content of two word families (left margin), and
              COOCCURRENCES statistical analysis to characterize their contexts.
            "
dhq-523,dhq-523-f09,"INDEX results detailing the content of two word families (left margin), and
              COOCCURRENCES statistical analysis to characterize their contexts.
            "
dhq-523,dhq-523-f10,"INDEX of 
            foule (crowd) preceded or followed by an adjective,
              in archival descriptions (left window) or in voice-over transcripts (middle window).
              COOCCURRENCES for foule immense (huge crowd) in voice-over
              transcripts (right window)."
dhq-523,dhq-523-f11,"Statistical SPECIFICITY chart for 
            foule (crowd) over the
              years."
dhq-523,dhq-523-f12,"Example of resonance analysis (Salem, 2004): SPECIFIC terms in voice-over comments
              for reports showing a crowd (according to archival description) (upper window) ; then,
              SPECIFIC terms in voice-over comments for reports showing a crowd and having no
              mention of De Gaulle or 
            président (president) (lower
              window)."
dhq-523,dhq-523-f13,"CORRESPONDENCE ANALYSIS (first plane) of the frequency table crossing the years
              and the names of 51 people that are present in at least 20 reports.
            "
dhq-523,dhq-523-f14,"Timeline for Media Analysis
            "
dhq-523,dhq-523-f15,"Segment Metadata Form
            "
dhq-523,dhq-523-f15,"Segment Metadata Form
            "
dhq-523,dhq-523-f16,"Okapi portal page of the AF news 
            Journal Les Actualités
                Françaises: émission du 10 Juillet 1968."
dhq-523,dhq-523-f17,"Example of an Okapi Query.
            "
dhq-523,dhq-523-f18,"Example of query results.
            "
dhq-523,dhq-523-f19,"Thematic Corpus 
            Water Sports."
dhq-524,dhq-524-f01,"Logo of MEP
          "
dhq-524,dhq-524-f02,"MEP Archival screening poster of the 2013 founding symposium at Dartmouth
          "
dhq-524,dhq-524-f03,"Semantic Annotation Tool graphic
            "
dhq-524,dhq-524-f04,"Machine Vision Search overview
            "
dhq-524,dhq-524-f05,"Poster for NEH grant Early Cinema Linked Data Compendium
            "
dhq-524,dhq-524-f06,"Poster for NEH grant Civil Rights ACRH NEH grant
            "
dhq-524,dhq-524-f07,"MEP mind map: 2019 overview of the project
          "
dhq-525,dhq-525-f01,
dhq-526,dhq-526-f01,"DAWG, suffix tree, and symmetric compact DAWG (SCDAWG) for the corpus
                            with two toy texts 
                        op 1 in A and op 2 in B."
dhq-526,dhq-526-f01,"DAWG, suffix tree, and symmetric compact DAWG (SCDAWG) for the corpus
                            with two toy texts 
                        op 1 in A and op 2 in B."
dhq-526,dhq-526-f01,"DAWG, suffix tree, and symmetric compact DAWG (SCDAWG) for the corpus
                            with two toy texts 
                        op 1 in A and op 2 in B."
dhq-526,dhq-526-f01,"DAWG, suffix tree, and symmetric compact DAWG (SCDAWG) for the corpus
                            with two toy texts 
                        op 1 in A and op 2 in B."
dhq-526,dhq-526-f02,"A text 
                            \(A\)
                                leading to a value \(r=130,000\) for the LIS problem if compared with a
                                similar parallel text \(B\)."
dhq-526,dhq-526-f02,"A text 
                            \(A\)
                                leading to a value \(r=130,000\) for the LIS problem if compared with a
                                similar parallel text \(B\)."
dhq-526,dhq-526-f02,"A text 
                            \(A\)
                                leading to a value \(r=130,000\) for the LIS problem if compared with a
                                similar parallel text \(B\)."
dhq-526,dhq-526-f02,"A text 
                            \(A\)
                                leading to a value \(r=130,000\) for the LIS problem if compared with a
                                similar parallel text \(B\)."
dhq-526,dhq-526-f02,"A text 
                            \(A\)
                                leading to a value \(r=130,000\) for the LIS problem if compared with a
                                similar parallel text \(B\)."
dhq-526,dhq-526-f03,"Two OCR outputs for two pages aligned using index technology. Black
                            parts represent quasi maximal nodes and thus matches, red parts are
                            disagreement regions.
                        "
dhq-526,dhq-526-f03,"Two OCR outputs for two pages aligned using index technology. Black
                            parts represent quasi maximal nodes and thus matches, red parts are
                            disagreement regions.
                        "
dhq-526,dhq-526-f04,"Subsegment of the multi-alignment of
                                three texts (OCR outputs and ground truth) using quasi-maximal
                                nodes. Grey parts represent quasi-maximal nodes, for the coloured
                                regions at least two texts show a disagreement.
                            "
dhq-526,dhq-526-f04,"Subsegment of the multi-alignment of
                                three texts (OCR outputs and ground truth) using quasi-maximal
                                nodes. Grey parts represent quasi-maximal nodes, for the coloured
                                regions at least two texts show a disagreement.
                            "
dhq-526,dhq-526-f04,"Subsegment of the multi-alignment of
                                three texts (OCR outputs and ground truth) using quasi-maximal
                                nodes. Grey parts represent quasi-maximal nodes, for the coloured
                                regions at least two texts show a disagreement.
                            "
dhq-526,dhq-526-f04,"Subsegment of the multi-alignment of
                                three texts (OCR outputs and ground truth) using quasi-maximal
                                nodes. Grey parts represent quasi-maximal nodes, for the coloured
                                regions at least two texts show a disagreement.
                            "
dhq-526,dhq-526-f05,"Text reuses in the Poems Corpus (top) and Lyrics Corpus (bottom) -
                                quasi maximal nodes and pointers to poems/lyrics. This bird's eye
                                perspective can be used to find interesting regions for closer
                                inspection using zooming techniques. To view these images in more detail, download the high-resolution PDFs (
                            5.1, 5.2)."
dhq-526,dhq-526-f05,"Text reuses in the Poems Corpus (top) and Lyrics Corpus (bottom) -
                                quasi maximal nodes and pointers to poems/lyrics. This bird's eye
                                perspective can be used to find interesting regions for closer
                                inspection using zooming techniques. To view these images in more detail, download the high-resolution PDFs (
                            5.1, 5.2)."
