,X,id,title,date,authors,affiliations,doi,journal
2619,46,dhq-45,"Text Minding: “A Response to Gender, Race, and Nationality in Black Drama, 1850-2000: Mining Differences in Language Use in Authors and their Characters”",2009,Sean Ross  Meehan,"Washington College, Chesterton, MD",NA,DHQ
2620,47,dhq-46,Communitizing Electronic Literature,2009,"Scott
     Rettberg","The University of Bergen
   Dept. of Literary, Linguistic, and Aesthetic Studies",NA,DHQ
2621,48,dhq-47,Teaching and Learning from the U.S. South in Global Contexts: A Case Study of  Southern Spaces  and Southcomb,2009,Sarah  Toton; Stacey  Martin,Emory University; Emory University,NA,DHQ
2622,49,dhq-48,"A Review of Matthew Kirschenbaum, Mechanisms: New Media and the Forensic Imagination Cambridge, MA and London, UK: MIT University Press, 2008",2009,Johanna  Drucker,"University of California, Los Angeles",NA,DHQ
2623,50,dhq-49,Designing Choreographies for the “New Economy of Attention”,2009,Eric  Gordon; David  Bogen,Emerson College; Rhode Island School of Design,NA,DHQ
2624,51,dhq-50,Introduction,2009,Amy  Earhart; Maura  Ives,Texas A&M University; Texas A&M University,NA,DHQ
2625,52,dhq-51,The Ends of Editing,2009,Peter M. W.  Robinson,University of Birmingham,NA,DHQ
2626,53,dhq-52,Picture Problems:  X-Editing Images 1992-2010,2009,Morris Eaves,University of Rochester,NA,DHQ
2627,54,dhq-53,"Edition, Project, Database, Archive, Thematic Research Collection: What's in a Name?",2009,Kenneth M.  Price,University of Nebraska-Lincoln,NA,DHQ
2628,55,dhq-54,How Literary Works Exist: Convenient Scholarly Editions,2009,Peter Shillingsburg,Loyola University Chicago,NA,DHQ
2629,56,dhq-55,The Productive Unease of 21st-century Digital Scholarship,2009,Julia  Flanders,Brown University,NA,DHQ
2630,57,dhq-56,Reinventing the Classroom Edition:  Paradise Lost Book IX Flash Audiotext,2009,Olin  Bjork,Georgia Institute of Technology,NA,DHQ
2631,58,dhq-57,Mapping Concord: Google Maps and the 19th-Century Concord Digital Archive,2009,Amy  Earhart,Texas A&M University,NA,DHQ
2632,59,dhq-58,May the Text Rise up to Meet You : New Ways of Reading Old Manuscripts,2009,Eugene  Lyman,University of Rhode Island,NA,DHQ
2633,60,dhq-59,The Poetess Archive Database,2009,Laura  Mandell,Miami University of Ohio,NA,DHQ
2634,61,dhq-60,Simulated Visuals: Some Rhetorical and Ethical Implications,2009,Aimee  Roundtree,University of Houston-Downtown,NA,DHQ
2635,62,dhq-61,Cervantes Project: The Digital Quixote Iconography Collection,2009,Eduardo  Urbina; Richard  Furuta; Steven E.  Smith,Texas A&M University; Texas A&M University; Texas A&M University,NA,DHQ
2636,63,dhq-62,"Over Uncle Tom's Dead Body: Publication Context and Textual Variation in Harriet
               Beecher Stowe's  Uncle Tom's Cabin",2009,Wesley  Raabe,Kent State University,NA,DHQ
2637,64,dhq-63,"The Radical Historicity of Everything: Exploring Shakespearean Identity with Web
          2.0",2009,Katheryn  Giglio; John  Venecek,University of Central Florida (English Department); University of Central Florida Libraries,NA,DHQ
2638,65,dhq-64,"XML, Interoperability and the Social Construction of Markup Languages: The
               Library Example",2009,Jerome  McDonough,"Graduate School of Library and Information Science, University of
                  Illinois at Urbana-Champaign",NA,DHQ
2639,66,dhq-65,Humanities Computing as Digital Humanities,2009,Patrik  Svensson,Umeå University,NA,DHQ
2640,67,dhq-66,Avatari: Disruption and Imago in Video Games,2009,Elizabeth  Sandifer,University of Florida,NA,DHQ
2641,68,dhq-67,"Designing Data Mining Droplets: New Interface Objects for the Humanities
               Scholar",2009,Stan  Ruecker; Milena  Radzikowska; Stéfan Sinclair,"University of Alberta, Canada; Mount Royal College, Canada; McMaster University, Canada",NA,DHQ
2642,69,dhq-68,Ontologies and Logic Reasoning as Tools in Humanities?,2010,Amélie Zöllner-Weber,"Uni Digital, Bergen, Norway",NA,DHQ
2643,70,dhq-69,Conjectural Criticism: Computing Past and Future Texts,2010,Kari  Kraus,"College of Information Studies and Department of English, University
                  of Maryland",NA,DHQ
2644,71,dhq-70,The Potential and Problems in using High Performance Computing in the Arts and Humanities: the Researching e-Science Analysis of Census Holdings (ReACH) Project.,2010,Melissa M.  Terras,"Department of Information Studies, University College London",NA,DHQ
2645,72,dhq-71,"e-Science for Medievalists: Options, Challenges, Solutions and Opportunities",2010,Peter  Ainsworth; Michael  Meredith,"Dept of French and Humanities Research Institute, University of
                  Sheffield; Humanities Research Institute, University of
                  Sheffield",NA,DHQ
2646,73,dhq-72,Service-Oriented Software in the Humanities: A Software Engineering Perspective,2010,Nicolas Gold,"King's College London, Department of Computer Science",NA,DHQ
2647,74,dhq-73,The Making of  Our Cultural Commonwealth Postmodern Culture,2010,John  Unsworth,"Graduate School of Library and Information Science, University of
                  Illinois, Urbana-Champaign",NA,DHQ
2648,75,dhq-74,"The ""e"" Prefix: e-Science, e-Art & the New Creativity",2010,Gregory  Sporton,"Director, Visualisation Research Unit, School of Art, 
               Birmingham City University",NA,DHQ
2649,76,dhq-75,"""It May Change My Understanding of the Field"" : Understanding Reading Tools for Scholars and Professional Readers",2010,Ray  Siemens; Cara  Leitch; Analisa  Blake; Karin  Armstrong; John  Willinsky,University of Victoria; University of Victoria; University of Victoria; University of Victoria; University of British Columbia/Stanford,NA,DHQ
2650,77,dhq-76,"Locating Grid Technologies: Performativity, Place, Space: Challenging the
               Institutionalized Spaces of e-Science",2010,Angela  Piccini,University of Bristol,NA,DHQ
2651,78,dhq-77,The Digital Future is Now: A Call to Action for the Humanities,2010,Christine L.  Borgman,"Professor & Presidential Chair in Information Studies, UCLA",NA,DHQ
2652,79,dhq-78,Grid-enabling Humanities Datasets,2010,Mark  Hedges,"Centre for e-Research, King’s College London",NA,DHQ
2653,80,dhq-79,"Digital Humanities Quarterly Special Cluster on Arts and
                    Humanities e-Science",2010,Stuart  Dunn; Tobias  Blanke,"Centre for e-Research, King's College London; Centre for e-Research, King's College London",NA,DHQ
2654,81,dhq-80,The Landscape of Digital Humanities,2010,Patrik  Svensson,"HUMlab, Umeå University",NA,DHQ
2655,82,dhq-81,"Crafting the User-Centered Document Interface: The Hypertext
               Editing System (HES) and the File Retrieval and Editing System (FRESS)",2010,Belinda  Barnet,"Lecturer in Media at Swinburne University Melbourne, in association
                  with Smart Services CRC.",NA,DHQ
2656,83,dhq-82,Digital Encoding as a Hermeneutic and Semiotic Act: The Case of Valerio Magrelli,2010,Domenico  Fiormonte; Valentina  Martiradonna; Desmond  Schmidt,"Università Roma Tre, Dipartimento di Italianistica; Università di Roma, La Sapienza; Queensland University of Technology, Information Security Institute",NA,DHQ
2657,84,dhq-83,Determining Value for Digital Humanities Tools: Report on a Survey of Tool Developers,2010,Susan  Schreibman; Ann M.  Hanlon,Digital Humanities Observatory; Marquette University,NA,DHQ
2658,85,dhq-84,"Accessioning the Digital Humanities: Report from the 1st Archival
               Education and Research Institute",2010,Sarah  Buchanan,The Meadows School,NA,DHQ
2659,86,dhq-85,"A review of Noah Wardrip-Fruin’s Expressive Processing: Digital Fictions, Computer Games, and Software Studies",2010,Doug  Reside,"University of Maryland, College Park",NA,DHQ
2660,87,dhq-86,"History, People, and Informatics: A Conversation between Sharon Irish and Wendy Plotkin",2010,Sharon  Irish; Wendy  Plotkin,"Interim Director, Community Informatics Initiative, Graduate School of Library and Information Science, University of Illinois, Urbana-Champaign; Editor-in-Chief, H-Urban",NA,DHQ
2661,88,dhq-87,"The Machine in the Text, and the Text in the Machine  PO-EX â€™70-â€™80: Digital Archive of Portuguese Experimental Literature O ComÃ©rcio da Literatura: Mercado e RepresentaÃ§Ã£o The Commerce of Literature: Marketplace and Representation Songs of Innocence and of Experience Milton The Life and Opinions of Tristram Shandy DigLitWeb: Digital Literature Web Advanced Studies in the Materialities of Literature",2010,Manuel  Portela,University of Coimbra,NA,DHQ
2662,89,dhq-88,The New Edition of the Letters of Vincent van Gogh on the Web,2010,Arianna  Ciula,Independent Scholar,NA,DHQ
2663,90,dhq-89,Twisty Little Passages Almost All Alike: Applying the FRBR Model to a Classic Computer Game,2010,Jerome  McDonough; Matthew  Kirschenbaum; Doug  Reside; Neil  Fraistat; Dennis  Jerz,"Graduate School of Library and Information Science, University
                        of Illinois at Urbana-Champaign; Maryland Institute for Technology in the Humanities, University
                        of Maryland; Maryland Institute for Technology in the Humanities, University
                        of Maryland; Maryland Institute for Technology in the Humanities, University
                        of Maryland; English — New Media Journalism, Seton Hill University",NA,DHQ
2664,91,dhq-90,From Optical Fiber To Conceptual Cyberinfrastructure,2011,Patrik  Svensson,"HUMlab, Umeå University",NA,DHQ
2665,92,dhq-91,Humanities Approaches to Graphical Display,2011,Johanna  Drucker,"Breslauer Professor of Bibliographical Studies Department of Information
            Studies, UCLA",NA,DHQ
2666,93,dhq-92,Missed Connections: The Collective Novel and the Metropolis,2011,J.J.  Butts,"Assistant Professor of English, Wartburg College",NA,DHQ
2667,94,dhq-93,"Winesburg, Ohio: A Modernist Kluge",2011,Molly  Gage,University of Minnesota,NA,DHQ
2668,95,dhq-94,Network Narration in John Dos Passos’s U.S.A. Trilogy,2011,Wesley  Beal,Lyon College,NA,DHQ
2669,96,dhq-95,Impractical Applications,2011,Wendell  Piez,"Senior Consultant, Mulberry Technologies, Inc.",NA,DHQ
2670,97,dhq-96,“The Globe is All One”: Wars I Have Seen as Proto-Network Narrative,2011,Stacy  Lavin,Independent Scholar,NA,DHQ
2671,98,dhq-97,Theorizing Connectivity: Modernism and the Network Narrative The Modern American Network Narrative.,2011,Wesley  Beal; Stacy  Lavin,Lyon College; Independent Scholar,NA,DHQ
2672,99,dhq-98,Forward to the Past: Nostalgia for Handwriting in  Scribblenauts  and  The World Ends with You,2011,Aaron  Kashtan,Department of English University of Florida,NA,DHQ
2673,100,dhq-99,Digital Literature and the Modernist Problem,2011,Maria  Engberg; Jay David  Bolter,Blekinge Institute of Technology; Georgia Institute of Technology,NA,DHQ
2674,101,dhq-100,Avatar Emergency,2011,Gregory L.  Ulmer,"Professor of English and Media Studies
            University of Florida, Gainesville",NA,DHQ
2675,102,dhq-101,Because It's Not There: Ekphrasis and the Threat of Graphics in Interactive Fiction,2011,Aaron  Kashtan,"Department of English, University of Florida",NA,DHQ
2676,103,dhq-102,New Media in the Academy: Labor and the Production of Knowledge in Scholarly Multimedia,2011,Helen J.  Burgess; Jeanne  Hamming,University of Maryland Baltimore County; Centenary College of Louisiana,NA,DHQ
2677,104,dhq-103,"The New Place of Reading: Locative Media and the Future of
          Narrative",2011,Brian  Greenspan,Carleton University,NA,DHQ
2678,105,dhq-104,Writing to be Found and Writing Readers The Readers,2011,John  Cayley,Brown University,NA,DHQ
2679,106,dhq-105,Nodalism,2011,Phillip H. Gochenour,Towson University,NA,DHQ
2680,107,dhq-106,Digital Pedagogy Unplugged,2011,Paul  Fyfe,Florida State University,NA,DHQ
2681,108,dhq-107,A View from IT,2011,James  Smithies,"University of Canterbury, New Zealand",NA,DHQ
2682,109,dhq-108,Readies Online,2011,Craig  Saper,"University of Maryland, Baltimore County",NA,DHQ
2683,110,dhq-109,Introduction,2011,Mauro  Carassai; Elisabet  Takehana,University of Florida; Fitchburg State University,NA,DHQ
2684,111,dhq-110,A Life Lived in Media Media Life,2012,Mark  Deuze; Peter  Blank; Laura  Speers,"Department of Telecommunications, Indiana
                  University; Department of Telecommunications, Indiana
                  University; King's College, London",NA,DHQ
2685,112,dhq-111,Pertinent Discussions Toward Modeling the Social Edition: Annotated Bibliographies,2012,Ray  Siemens; Meagan  Timney; Cara  Leitch; Corina  Koolen; Alex  Garnett,University of Victoria; University of Victoria; University of Victoria; University of Victoria; University of Victoria,NA,DHQ
2686,113,dhq-112,Envisioning the Digital Humanities,2012,Patrik  Svensson,University of Umeå,NA,DHQ
2687,114,dhq-113,"The Materialities of Close Reading: 1942, 1959, 2009",2012,David  Ciccoricco,University of Otago,NA,DHQ
2688,115,dhq-114,"Developing Academic Capacity in Digital Humanities: Thoughts from
               the Canadian Community",2013,Lynne  Siemens,University of Victoria,NA,DHQ
2689,116,dhq-115,"Kindling, Disappearing, Reading",2013,Yung-Hsing  Wu,"University of Louisiana, Lafayette",NA,DHQ
2690,117,dhq-116,"Traveling the Silk Road on a Virtual Globe: Pedagogy,
                    Technology and Evaluation for Spatial History",2013,Ruth  Mostern; Elana  Gainor,University of California Merced; University of California Merced,NA,DHQ
2691,118,dhq-117,Comic Book Markup Language: An Introduction and Rationale,2012,John A.  Walsh,Indiana University,NA,DHQ
2692,119,dhq-118,Beyond Representation: Embodied Expression and Social  Me-dia,2012,Lissa  Holloway-Attaway,Blekinge Tekniska Högskola,NA,DHQ
2693,120,dhq-119,The Sound of Many Hands Clapping: Teaching the Digital Humanities through Virtual Research Environment (VREs),2012,Craig  Bellamy,"VeRSI, University of Melbourne, Australia",NA,DHQ
2694,121,dhq-120,Web 2.0 and the Ontology of the Digital,2012,Aden  Evens,Dartmouth College,NA,DHQ
2695,122,dhq-121,"Towards a Richer Sense of Digital Annotation: 
                    Moving Beyond a ""Media"" Orientation of the Annotation of Digital Objects",2012,John  Bradley,Kings College London,NA,DHQ
2696,123,dhq-122,Stretched Skulls: Anamorphic Games and the  Memento Mortem Mortis,2012,Stephanie  Boluk; Patrick  LeMieux,Vassar College; Duke University,NA,DHQ
2697,124,dhq-123,The Design of an International Social Media Event: A Day in the Life of the Digital Humanities,2012,Geoffrey  Rockwell; Peter  Organisciak; Megan  Meredith-Lobay; Kamal  Ranaweera; Stan  Ruecker; Julianne  Nyhan,"University of Alberta; University of Illinois, Urbana-Champaign; University of Alberta; University of Alberta; Illinois Institute of Technology; University College London",NA,DHQ
2698,125,dhq-124,"From the Personal to the Proprietary: Conceptual Writing's
               Critique of Metadata",2012,Paul  Stephens,Columbia University,NA,DHQ
2699,126,dhq-125,"Building A Volunteer Community: Results and Findings from
                         Transcribe Bentham",2012,Tim  Causer; Valerie  Wallace,"Bentham Project, University College London; Bentham Project, University College London,and Center for
                        History and Economics, Harvard University",NA,DHQ
2700,127,dhq-126,Webbots and Machinic Agency,2012,John  Johnston,Emory University,NA,DHQ
2701,128,dhq-127,Towards a Conceptual Framework for the Digital Humanities,2012,Paul S.  Rosenbloom,"Department of Computer Science and Institute for Creative
                  Technologies, University of Southern California",NA,DHQ
2702,129,dhq-128,Machine Enhanced (Re)minding: the Development of Storyspace,2012,Belinda  Barnet,Swinburne University of Technology,NA,DHQ
2703,130,dhq-129,"Do You Want to Save Your Progress? : The Role of Professional and Player
               Communities in Preserving Virtual Worlds",2012,Kari  Kraus; Rachel  Donahue,University of Maryland; University of Maryland,NA,DHQ
2704,131,dhq-130,A short Introduction to the Hidden Histories project and interviews,2012,Julianne Nyhan; Andrew Flinn; Anne Welsh,"Lecturer, UCL; Lecturer, UCL; Lecturer, UCL",NA,DHQ
2705,132,dhq-131,"Video-gaming,  Paradise Lost  and TCP/IP: an Oral History Conversation between Ray Siemens and Anne Welsh",2012,Ray Siemens; Anne Welsh; Julianne Nyhan; Jessica Salmon,University of Victoria; University College London; University College London; University of Trier,NA,DHQ
2706,133,dhq-132,Postmodern Culture  and More: an Oral History Conversation between John Unsworth and Anne Welsh,2012,John  Unsworth; Anne  Welsh; Julianne  Nyhan; Jessica  Salmon,Brandeis University; University College London; University College London; University of Trier,NA,DHQ
2707,134,dhq-133,“Collaboration Must Be Fundamental or It's Not Going to Work”: an Oral History Conversation between Harold Short and Julianne Nyhan,2012,Harold  Short; Julianne  Nyhan; Anne  Welsh; Jessica  Salmon,King's College London and University of Western Sydney; University College London; University College London; University of Trier,NA,DHQ
2708,135,dhq-134,"Questioning, Asking and Enduring Curiosity: an Oral History Conversation between Julianne Nyhan and Willard McCarty",2012,Willard McCarty; Julianne Nyhan; Anne Welsh; Jessica Salmon,King's College London and University of Western Sydney; University College London; University College London; University of Trier,NA,DHQ
2709,136,dhq-135,Trading Stories: an Oral History Conversation between Geoffrey Rockwell and Julianne Nyhan,2012,Geoffrey  Rockwell; Julianne  Nyhan; Anne  Welsh; Jessica  Salmon,University of Alberta; University College London; University College London; University of Trier,NA,DHQ
2710,137,dhq-136,"Building Better Digital Humanities Tools: Toward broader
                    audiences and user-centered designs",2012,Fred  Gibbs; Trevor  Owens,George Mason University; Library of Congress,NA,DHQ
2711,138,dhq-137,Old Ways for Linking Texts in the Digital Reading Environment: The Case of the Thompson Chain Reference Bible,2012,Brent  Nelson; Jon  Bath,University of Saskatchewan; University of Saskatchewan,NA,DHQ
2712,139,dhq-138,In One's Own Hand: Seeing Manuscripts in a Digital Age,2012,Anna  Chen,The University of Texas at Austin,NA,DHQ
2713,140,dhq-139,"Graphic Sublime: On the Art and Designwriting of Kate Armstrong
               and Michael Tippett Cognitive Fictions Postmodern Sublime: Technology and American Writing from
                        Mailer to Cyberpunk Paper Empire: William Gaddis and the World-System Reading Matters: Narrative in the New
                        Media Ecology",2012,Joseph  Tabbi,University of Illinois at Chicago (UIC),NA,DHQ
2714,141,dhq-140,The Boundless Book: A Conversation between the Pre-modern and Posthuman,2013,Alison Tara  Walker,Saint Louis University,NA,DHQ
2715,142,dhq-141,The Underside of the Digital Field,2012,Terry  Harpold,University of Florida,NA,DHQ
2716,143,dhq-142,An Agent-based Model for the Humanities,2013,Belinda  Roman,St. Mary's University,NA,DHQ
2717,144,dhq-143,Performative Materiality and Theoretical Approaches to Interface SpecLab: Digital Aesthetics and Speculative Computing Graphic Design History: A Critical Guide Stochastic Poetics Digital_Humanities,2013,Johanna  Drucker,UCLA,NA,DHQ
2718,145,dhq-144,Taken Possession of : The Reprinting and Reauthorship of Hawthorne's  Celestial Railroad  in the Antebellum Religious Press,2013,Ryan  Cordell,Northeastern University,NA,DHQ
2719,146,dhq-145,Modeling Afro-Latin American Artistic Representations in Topic Maps: Cuba's Prominence in Latin American Discourse,2013,Eduard A.  Arriaga; Fernando  Sancho Caparrini; Juan Luis Suárez,University of Western Ontario; University of Sevilla; University of Western Ontario,NA,DHQ
2720,147,dhq-146,"Sounding for Meaning: Using Theories of Knowledge Representation
               to Analyze Aural Patterns in Texts",2013,Tanya  Clement; David  Tcheng; Loretta  Auvil; Boris  Capitanu; Megan  Monroe,"University of Texas, Austin; University of Illinois, Urbana-Champaign; University of Illinois, Urbana-Champaign; University of Illinois, Urbana-Champaign; University of Maryland, College Park",NA,DHQ
2721,148,dhq-147,"Digital Humanities, Copyright Law, and the Literary",2013,Robin  Wharton,Independent Scholar,NA,DHQ
2722,149,dhq-148,Revenge of the Nerd: Junot Díaz and the Networks of American Literary Imagination,2013,Ed  Finn,Arizona State University,NA,DHQ
2723,150,dhq-149,cut to fit the toolspun course,2013,Nick  Montfort; Stephanie  Strickland,MIT; Independent scholar,NA,DHQ
2724,151,dhq-150,A Deep History of Electronic Textuality: The Case of  English Reprints Jhon Milton Areopagitica,2013,Whitney Anne  Trettien,Duke University,NA,DHQ
2725,152,dhq-151,"The .txtual Condition: Digital Humanities, Born-Digital Archives, and
          the Future Literary Mechanisms: New Media and the Forensic Imagination Digital Forensics and Born-Digital
                Content in Cultural Heritage Collections Atlantic New York Times The Guardian Wired Chronicle of
                Higher Education Track Changes: A Literary History of Word Processing",2013,Matthew  Kirschenbaum,University of Maryland,NA,DHQ
2726,153,dhq-152,The End of Literature: Machine Reading and Amitav Ghosh’s The Calcutta Chromosome,2013,Mike  Frangos,University of Umeå,NA,DHQ
2727,154,dhq-153,Criminal Code: Procedural Logic and Rhetorical Excess in Videogames,2013,Mark L.  Sample,George Mason University,NA,DHQ
2728,155,dhq-154,The Literary And/As the Digital Humanities,2013,Jessica  Pressman; Lisa  Swanstrom,ACLS Fellow; Florida Atlantic University,NA,DHQ
2729,156,dhq-155,"The Idiocy of the Digital Literary (and what does it have to
                    do with digital humanities)? electronic book review",2013,Sandy  Baldwin,West Virginia University,NA,DHQ
2730,157,dhq-156,Whence Feminism? Assessing Feminist Interventions in Digital Literary Archives,2013,Jacqueline  Wernimont,Scripps College,NA,DHQ
2731,158,dhq-157,Code as Ritualized Poetry:  The Tactics of the Transborder Immigrant Tool,2013,Mark C.  Marino,University of Southern California,NA,DHQ
2732,159,dhq-158,"A Beautiful Look at Modern Digital Humanities: A review of
                    Mark Goble,  Beautiful Circuits: Modernism and the Mediated
                        Life  (New York: Columbia University Press, 2010)",2013,Jimmy  Butts,Clemson University,NA,DHQ
2733,160,dhq-159,"Curating Digital Spaces, Making Visual Arguments: A Case Study in New Media Presentations of Ancient Objects Touching Difficulty: Sacred Form From Plato to Derrida Lightning Gods and Feathered Serpents Blood and Beauty: Organized Violence in the Art and Architecture of Mesoamerica and Central America",2013,Daniel  Price; Rex  Koontz; Lauren  Lovings,University of Houston; University of Houston; Independent scholar,NA,DHQ
2734,161,dhq-160,"A review of Nathan Ensmenger,  The Computer
                  Boys Take Over: Computers, Programmers, and the Politics of Technical
                  Expertise  (Cambridge, MA, and London: MIT Press, 2010)",2013,Trisha  Campbell,University of Pittsburgh,NA,DHQ
2735,162,dhq-161,"""A Visual Sense is Born in the Fingertips"" : Towards a Digital Ekphrasis",2013,Cecilia Lindhé,Umeå University,NA,DHQ
2736,163,dhq-162,"Theoretical Permutations for Reading Cybertexts: A Review of
                    Markku Eskelinen,  Cybertext Poetics: The Critical Landscape
                        of New Media Literary Theory  and C.T. Funkouser,  New Directions in Digital Poetry",2013,Manuel  Portela,University of Coimbra,NA,DHQ
2737,164,dhq-163,"Now is the Future Now? The Urgency of Digital Curation in the
               Digital Humanities",2013,Alex H.  Poole,University of North Carolina at Chapel Hill,NA,DHQ
2738,165,dhq-164,FairCite,2013,Adam  Crymble; Julia  Flanders,Kings College London; Northeastern University,NA,DHQ
2739,166,dhq-165,"Playing with Chance: On Random Generation in Playable Media
                    and Electronic Literature",2013,Robert  Schoenbeck,"University of California, Irvine",NA,DHQ
2740,167,dhq-166,"Visualizing Theatrical Text: From Watching the Script to the
                    Simulated Environment for Theatre (SET)",2013,Jennifer  Roberts-Smith; Shawn  DeSouza-Coelho; Teresa M.  Dobson; Sandra  Gabriele; Omar  Rodriguez-Arenas; Stan  Ruecker; Stéfan Sinclair; Annmarie  Akong; Matt  Bouchard; Marcelo  Hong; Diane  Jakacki; David  Lam; Alexandra  Kovacs; Lesley  Northam; Daniel  So,University of Waterloo; University of Waterloo; University of British Columbia; York University; University of Alberta; Illinois Institute of Technology; McGill University; York University; University of Alberta; York University; Bucknell University; University of Waterloo; University of Toronto; University of Waterloo; York University,NA,DHQ
2741,168,dhq-167,"Digital Humanities: On Finding the Proper Balance between
                    Qualitative and Quantitative Ways of Doing Research in the Humanities",2013,Helle  Porsdam,University of Copenhagen,NA,DHQ
2742,169,dhq-168,"Mining for the Meanings of a Murder: The Impact of OCR Quality
                    on the Use of Digitized Historical Newspapers",2014,Carolyn  Strange; Daniel  McNamara; Josh  Wodak; Ian  Wood,"Australian National University; NA; Australian National University; Research School of Computer Science, Australian National
                        University",NA,DHQ
2743,170,dhq-169,Xpos're: A Tool for Rich Internet Publications,2014,Leen  Breure; Maarten  Hoogerwerf; René van Horik,"Utrecht University & DANS (Dutch Data
                        Archive); DANS (Dutch Data Archive); DANS (Dutch Data Archive)",NA,DHQ
2744,171,dhq-170,"Computational Stylistic Analysis of
                    Popular Songs of Japanese Female Singer-songwriters",2014,Takafumi  Suzuki; Mai Hosoya,Toyo University; Toyo University,NA,DHQ
2745,172,dhq-171,"In Praise of Overstating the Case: A review of Franco Moretti,
                         Distant Reading  (London: Verso, 2013)",2014,Shawna  Ross,Arizona State University,NA,DHQ
2746,173,dhq-172,"Digital Humanities, Postfoundationalism, Postindustrial
                    Culture",2014,James  Smithies,University of Canterbury,NA,DHQ
2747,174,dhq-173,A Design Methodology for Web-based Sound Archives,2014,Annie  Murray; Jared  Wiercinski,University of Calgary; Concordia University,NA,DHQ
2748,175,dhq-174,"Managing an Established Digital Humanities Project: Principles and
               Practices from the Twentieth Year of the William Blake Archive",2014,Ashley  Reed,University of North Carolina,NA,DHQ
2749,176,dhq-175,"Multimodal Editing and Archival Performance: A Diagrammatic Essay
               on Transcoding Experimental Literature",2014,Manuel  Portela,University of Coimbra,NA,DHQ
2750,177,dhq-176,"War in Parliament: What a Digital Approach Can Add to the
                    Study of Parliamentary History",2014,Hinke  Piersma; Ismee  Tames; Lars  Buitinck; Johan  van Doornik; Maarten  Marx,"NIOD Institute for War, Holocaust and Genocide
                        Studies; NIOD Institute for War, Holocaust and Genocide
                        Studies; Informatics Institute, University of
                        Amsterdam; Informatics Institute, University of
                        Amsterdam; Informatics Institute, University of
                        Amsterdam",NA,DHQ
2751,178,dhq-177,"A review of Brett D. Hirsch (Ed.)’s Digital Humanities: Pedagogy: Practices, Principles, and Politics",2014,Erik Shell,University of Maryland,NA,DHQ
2752,179,dhq-178,A Digital Humanities Approach to Narrative Voice in  The Secret Scripture : Proposing a New Research Method,2014,Sonia  Howell; Margaret  Kelleher; Aja  Teehan; John  Keating,"University of Notre Dame, USA; University College Dublin (UCD); National University of Ireland, Maynooth, Ireland; National University of Ireland, Maynooth, Ireland",NA,DHQ
2753,180,dhq-179,Burying Dead Projects: Depositing the Globalization Compendium,2014,Geoffrey Rockwell; Shawn Day; Joyce Yu; Maureen Engel,University of Alberta; University College Cork; University of Alberta; University of Alberta,NA,DHQ
2754,181,dhq-180,Escaping the Shallows: Deep Reading’s Revival in the Digital Age,2014,David  Dowling,University of Iowa,NA,DHQ
2755,182,dhq-181,"Canonical References in Electronic Texts: Rationale and Best
               Practices",2014,Joel  Kalvesmaki,Dumbarton Oaks,NA,DHQ
2756,183,dhq-182,Digital Caricature,2014,Sean  Sturm; Stephen Francis  Turner,The University of Auckland; The University of Auckland,NA,DHQ
2757,184,dhq-183,"Shakespeare His Contemporaries: collaborative curation and
                    exploration of Early Modern drama in a digital environment",2014,Martin  Mueller,Northwestern University,NA,DHQ
2758,185,dhq-184,"Social Networks and Archival Context Project: A Case Study of
                    Emerging Cyberinfrastructure",2014,Tom J.  Lynch,Computer Sciences Corporation,NA,DHQ
2759,186,dhq-185,"Computers, Comics and Cult Status: A Forensics of Digital
                    Graphic Novels",2014,Jaime Lee  Kirtz,University of Colorado,NA,DHQ
2760,187,dhq-186,An Information Science Question in DH Feminism,2015,Tanya  Clement,"School of Information, University of Texas at
                        Austin",NA,DHQ
2761,188,dhq-187,"Adobe Photoshop and Eighteenth-Century Manuscripts: A New
                    Approach to Digital Paleography",2014,Hilary  Havens,University of Tennessee,NA,DHQ
2762,189,dhq-188,J. M. Coetzee's Work in Stylostatistics,2014,Peter  Johnston,"Royal Holloway, University of London",NA,DHQ
2763,190,dhq-189,Before You Read: A Reconstructed Literary History in  Reading by Numbers,2014,Britt  Hoskins,Virginia Tech,NA,DHQ
2764,191,dhq-190,Visualizing and Analyzing the Hollywood Screenplay with ScripThreads,2014,Eric  Hoyt; Kevin  Ponto; Carrie  Roy,University of Wisconsin-Madison; University of Wisconsin-Madison; University of Wisconsin-Madison,NA,DHQ
2765,192,dhq-191,"Multiple and Converging Literacies: A Review of  Learning the Virtual Life , edited by Peter Trifonas.",2014,Adam Heidebrink-Bruno,Independent scholar,NA,DHQ
2766,193,dhq-192,Versioning Loss: Jonathan Safran Foer’s Tree of Codes and the Materiality of Digital Publishing,2014,Aaron  Mauro,"Penn State Erie, The Behrend College",NA,DHQ
2767,194,dhq-193,"Intermediality and Cultural Assessment: Digital Flows in the Global Age, A Review of Digital Humanities and the Study of Intermediality in Comparative Cultural Studies, edited by Steven Tötösy de Zepetnek. Purdue Scholarly Publishing Services, 2013, 375 pp.",2015,Isabel  Pinto,"Research Centre for Communication and Culture from the Catholic
                  University of Portugal",NA,DHQ
2768,195,dhq-194,"Curating Electronic Literature as Critical and Scholarly
                    Practice",2014,Dene  Grigar,Washington State University Vancouver,NA,DHQ
